Area.Name	Area.ID	Park.Name	Park.ID	Squirrel.ID	Primary.Fur.Color	Highlights.in.Fur.Color	Color.Notes	Location	Above.Ground..Height.in.Feet.	Specific.Location	Activities	Interactions.with.Humans	Other.Notes.or.Observations	Squirrel.Latitude..DD.DDDDDD.	Squirrel.Longitude...DD.DDDDDD.
UPPER MANHATTAN	A	Highbridge Park	3	A-03-07	Gray	Cinnamon	NA	Above Ground, Specific Location	< 1	on log	Running	Runs From	#5, #6 & #7 together in shrub area to East, a lot of acorns and Corona bottle caps on ground	40.841375	-73.934242
UPPER MANHATTAN	A	Highbridge Park	3	A-03-08	Gray	Cinnamon	NA	Above Ground, Specific Location	3	in wall	Running, Chasing, Climbing	Runs From	#8 & #9 saw together at start of river overlook, hiding in cracks of cement wall! so cool!	40.842308	-73.933061
UPPER MANHATTAN	A	Highbridge Park	3	A-03-09	Gray	Cinnamon	NA	Above Ground, Specific Location	3	in wall	NA	NA	#8 & #9 saw together at start of river overlook, hiding in cracks of cement wall! so cool!	40.842401	-73.932986
UPPER MANHATTAN	A	Highbridge Park	3	A-03-10	Gray	Cinnamon	NA	Ground Plane, Above Ground	18	Started on ground, climbed 6â€“18 ft.	Climbing, Foraging	Watching us from tree - very interested in us	Lots of garbage, near #8 & #9	40.842511	-73.932916
UPPER MANHATTAN	A	Highbridge Park	3	A-03-11	Gray	Cinnamon	NA	Above Ground	4	NA	Vocalization at us	Approaches, watching us	NA	40.842673	-73.932793
UPPER MANHATTAN	A	Highbridge Park	3	A-03-12	Gray	White	NA	Ground Plane	NA	NA	Running, Foraging	Runs From	NA	40.842795	-73.933002
UPPER MANHATTAN	A	Highbridge Park	3	A-03-13	Gray	Cinnamon	NA	Ground Plane	NA	NA	Running	NA	NA	NA	NA
UPPER MANHATTAN	A	Highbridge Park	3	A-03-14	Gray	Cinnamon	NA	Ground Plane	NA	NA	Running, Eating	Runs From, watches us in short tree	Loud sparrows in tree	40.842327	-73.934269
UPPER MANHATTAN	A	Highbridge Park	3	A-03-15	Gray	Cinnamon	NA	Above Ground, Specific Location	9	in tree	Jumped to building	NA	NA	40.842359	-73.934177
UPPER MANHATTAN	A	Highbridge Park	3	A-03-16	Gray	Cinnamon	NA	Ground Plane	NA	NA	Eating, Foraging	Indifferent	NA	40.842769	-73.934478
UPPER MANHATTAN	A	J. Hood Wright Park	2	A-02-01	Gray	Gray	NA	Ground Plane	NA	NA	Running	Indifferent	NA	40.845749	-73.9407
UPPER MANHATTAN	A	J. Hood Wright Park	2	A-02-02	Gray	Cinnamon	NA	Above Ground	2	NA	Foraging	Indifferent	NA	40.845875	-73.940808
UPPER MANHATTAN	A	J. Hood Wright Park	2	A-02-03	Gray	Cinnamon	NA	Ground Plane	NA	NA	Foraging	NA	NA	40.845875	-73.940808
UPPER MANHATTAN	A	J. Hood Wright Park	2	A-02-04	Gray	Cinnamon	NA	Ground Plane	NA	NA	Running	Indifferent	NA	40.846088	-73.940613
UPPER MANHATTAN	A	J. Hood Wright Park	2	A-02-05	Gray	Cinnamon	NA	Ground Plane	NA	NA	Running	Runs From	NA	40.846088	-73.940613
UPPER MANHATTAN	A	J. Hood Wright Park	2	A-02-06	Gray	Cinnamon	NA	Ground Plane	NA	NA	Foraging	Indifferent	NA	40.846088	-73.940613
UPPER MANHATTAN	A	J. Hood Wright Park	2	A-02-07	Gray	Gray	NA	Ground Plane	NA	NA	NA	Runs From	NA	40.846222	-73.94094
UPPER MANHATTAN	A	J. Hood Wright Park	2	A-02-08	Gray	Cinnamon	NA	Ground Plane	NA	NA	Foraging, Nesting/gathering leaves	Indifferent	NA	40.846222	-73.94094
UPPER MANHATTAN	A	J. Hood Wright Park	2	A-02-09	Gray	Cinnamon	NA	Ground Plane	NA	NA	Chasing	Indifferent	NA	40.846197	-73.941026
UPPER MANHATTAN	A	J. Hood Wright Park	2	A-02-10	Gray	Cinnamon	NA	Ground Plane	NA	NA	Running	Indifferent	NA	40.846185	-73.940613
UPPER MANHATTAN	A	J. Hood Wright Park	2	A-02-11	Gray	Cinnamon	NA	Ground Plane	NA	NA	Eating	Runs From	NA	40.846271	-73.940579
UPPER MANHATTAN	A	J. Hood Wright Park	2	A-02-12	Gray	Cinnamon	NA	Above Ground, Specific Location	15	tree	Climbing	Indifferent	NA	40.846332	-73.940369
UPPER MANHATTAN	A	J. Hood Wright Park	2	A-02-13	Gray	White	NA	Above Ground, Specific Location	20	tree	Sleeping	Indifferent	NA	40.846332	-73.940369
UPPER MANHATTAN	A	J. Hood Wright Park	2	A-02-14	Gray	Gray	NA	Ground Plane	NA	NA	Running	Indifferent	NA	40.846332	-73.940369
UPPER MANHATTAN	A	J. Hood Wright Park	2	A-02-15	Gray	White	NA	Ground Plane	NA	NA	Running	Indifferent	NA	40.846458	-73.94103
UPPER MANHATTAN	A	J. Hood Wright Park	2	A-02-16	Gray	Cinnamon	NA	Above Ground, Specific Location	20	tree	Eating	Indifferent	NA	40.846417	-73.941115
UPPER MANHATTAN	A	J. Hood Wright Park	2	A-02-17	Gray	Gray	NA	Ground Plane	NA	NA	Running	Indifferent	NA	40.846296	-73.941132
UPPER MANHATTAN	A	J. Hood Wright Park	2	A-02-18	Gray	Cinnamon	NA	Ground Plane	NA	NA	Foraging	Indifferent	NA	40.846064	-73.941497
UPPER MANHATTAN	A	J. Hood Wright Park	2	A-02-19	Gray	Cinnamon	NA	Above Ground, Specific Location	2	tree	Climbing	Indifferent	NA	40.846065	-73.941498
UPPER MANHATTAN	A	J. Hood Wright Park	2	A-02-20	Gray	Cinnamon	NA	Ground Plane	NA	NA	Foraging	Indifferent	NA	40.847296	-73.942061
UPPER MANHATTAN	A	J. Hood Wright Park	2	A-02-21	Gray	Cinnamon	NA	Ground Plane	NA	NA	Foraging	Runs From	NA	40.847259	-73.941598
UPPER MANHATTAN	A	J. Hood Wright Park	2	A-02-22	Gray	Cinnamon	NA	Ground Plane	NA	NA	Foraging	Indifferent	NA	40.84719	-73.941308
UPPER MANHATTAN	A	J. Hood Wright Park	2	A-02-23	Gray	Cinnamon	NA	Above Ground, Specific Location	2	fence	Eating	Indifferent	NA	40.84719	-73.941308
UPPER MANHATTAN	A	J. Hood Wright Park	2	A-02-24	Cinnamon	White	NA	Above Ground, Specific Location	20	tree	Sitting	Indifferent	NA	40.847113	-73.940937
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-01	Gray	Gray	NA	Above Ground	40	NA	Climbing	Indifferent	HAWK. HAAAAAWK. All in 1 tree.	40.804912	-73.943735
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-02	Gray	Gray	NA	Above Ground	40	NA	Climbing	Indifferent	HAWK. HAAAAAWK. All in 1 tree.	40.804912	-73.943736
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-03	Gray	Gray	NA	Above Ground	40	NA	Climbing	Indifferent	HAWK. HAAAAAWK. All in 1 tree.	40.804913	-73.943735
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-04	Gray	Gray	NA	Above Ground	40	NA	Climbing	Indifferent	HAWK. HAAAAAWK. All in 1 tree.	40.804915	-73.943737
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-05	Gray	Gray	NA	Above Ground	40	NA	Climbing	Indifferent	HAWK. HAAAAAWK. All in 1 tree.	40.804916	-73.943735
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-06	Gray	Gray	NA	Above Ground	40	NA	Climbing	Indifferent	HAWK. HAAAAAWK. All in 1 tree.	40.804914	-73.943736
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-07	Gray	Gray	NA	Above Ground	40	NA	Climbing	Indifferent	HAWK. HAAAAAWK. All in 1 tree.	40.804917	-73.943737
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-08	Black	Black	NA	Above Ground	25	NA	Climbing	NA	Defending the tree from the HAAAAWK. The bravest.	40.804912	-73.943738
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-09	Gray	Gray	NA	Above Ground, Specific Location	6	small trees	Chasing, Climbing, Eating	Indifferent	2 were chasing each other through some short trees, others just sat	40.804701	-73.944118
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-10	Gray	Gray	NA	Above Ground, Specific Location	6	small trees	Chasing, Climbing, Eating	Indifferent	2 were chasing each other through some short trees, others just sat	40.804746	-73.94374
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-11	Gray	Gray	NA	Above Ground, Specific Location	6	small trees	Chasing, Climbing, Eating	Indifferent	2 were chasing each other through some short trees, others just sat	40.804912	-73.94408
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-12	Gray	Gray	NA	Above Ground, Specific Location	6	small trees	Chasing, Climbing, Eating	Indifferent	2 were chasing each other through some short trees, others just sat	40.804729	-73.944053
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-13	Gray	Gray	NA	Above Ground	4...3...2...1	NA	Climbing	NA	Slid down a signpost while spinning. Other squirrels flung leaves at it, cheering.	40.804713	-73.944032
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-14	Gray	Gray	NA	Above Ground	15	NA	Climbing, Eating	NA	Too far to observe human interactions	40.804613	-73.943829
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-15	Gray	Gray	NA	Above Ground	15	NA	Climbing, Eating	NA	Too far to observe human interactions	40.804564	-73.943824
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-16	Gray	Gray	NA	Ground Plane	NA	NA	Running	NA	Ran up the the 3rd baseline of a Little League field. Wrong way!	40.804253	-73.944121
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-17	Gray	Gray	NA	Ground Plane	NA	NA	Running	NA	Scampered across path	40.803758	-73.94433
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-18	Gray	Gray	NA	Above Ground	4	NA	Sitting, shouting	Indifferent	NA	40.803616	-73.944464
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-19	Gray	Gray	NA	Above Ground	4	NA	Sitting, shouting	Indifferent	NA	40.803413	-73.944207
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-20	Gray	Gray	NA	Above Ground	4	NA	Sitting, shouting	Indifferent	NA	40.80338	-73.944148
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-21	Gray	Gray	NA	Above Ground	4	NA	Sitting, shouting	Indifferent	NA	40.803392	-73.944228
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-22	Gray	Gray	NA	Above Ground	NA	NA	Defending tree, shouting	Indifferent, Preoccupied by HAAWK	HAWK. Same scene as 1. All gray.	40.803794	-73.944003
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-23	Gray	Gray	NA	Above Ground	NA	NA	Defending tree, shouting	Indifferent, Preoccupied by HAAWK	HAWK. Same scene as 1. All gray.	40.803795	-73.944003
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-24	Gray	Gray	NA	Above Ground	NA	NA	Defending tree, shouting	Indifferent, Preoccupied by HAAWK	HAWK. Same scene as 1. All gray.	40.803794	-73.944004
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-25	Gray	Gray	NA	Above Ground	NA	NA	Defending tree, shouting	Indifferent, Preoccupied by HAAWK	HAWK. Same scene as 1. All gray.	40.803794	-73.944005
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-26	Gray	Gray	NA	Above Ground	NA	NA	Defending tree, shouting	Indifferent, Preoccupied by HAAWK	HAWK. Same scene as 1. All gray.	40.803796	-73.944003
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-27	Gray	Gray	NA	Above Ground	NA	NA	Defending tree, shouting	Indifferent, Preoccupied by HAAWK	HAWK. Same scene as 1. All gray.	40.803795	-73.944004
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-28	Gray	Gray	NA	Above Ground	3	NA	Eating	Indifferent	NA	40.80362	-73.944067
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-29	Gray	Gray	NA	Above Ground	6	NA	Chasing, Climbing	Runs From	NA	40.80352	-73.943629
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-30	Gray	Gray	NA	Above Ground	6	NA	Chasing, Climbing	Runs From	NA	40.803507	-73.943661
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-31	Gray	Gray	NA	Above Ground	25	NA	Climbing	NA	NA	40.803981	-73.943327
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-32	Gray	Gray	NA	Above Ground	25	NA	Climbing	NA	NA	40.804123	-73.943402
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-33	Black	Cinnamon	Chestnut Brown?? May be black with sunlight??	Above Ground	25	NA	Cleaning	NA	Cleaning himself like a cat would.	40.803981	-73.943273
UPPER MANHATTAN	A	Marcus Garvey Park	6	A-06-34	Gray	Gray	NA	Above Ground	4	NA	Climbing	Runs From	NA	40.804878	-73.942781
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-01	Gray	Gray	NA	Ground Plane	NA	NA	Running, up tree	Runs From	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-02	Gray	Gray	NA	Ground Plane	NA	NA	Running, up tree	Runs From	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-03	Gray	Gray	NA	Ground Plane	NA	NA	Running, up tree	Indifferent	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-04	Gray	Gray	NA	Ground Plane	NA	NA	Chasing	Indifferent	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-05	Gray	Gray	NA	Ground Plane	NA	NA	Chasing	NA	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-06	Gray	Gray	NA	Above Ground	15	NA	Sitting on branch	Indifferent	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-07	Gray	Gray	NA	Ground Plane	NA	NA	Running, up tree	Indifferent	Forever wild section	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-08	Gray	Gray	NA	Ground Plane	NA	NA	Eating	Indifferent	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-09	Gray	Gray	NA	Ground Plane	NA	NA	Eating	Indifferent	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-10	Gray	Gray	NA	Ground Plane	NA	NA	Eating	Indifferent	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-11	Gray	Gray	NA	Ground Plane	NA	NA	Eating	Indifferent	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-12	Gray	Gray	NA	Ground Plane	NA	NA	Eating	Indifferent	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-13	Gray	Gray	NA	Ground Plane	NA	NA	Eating	Indifferent	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-14	Gray	Gray	NA	Ground Plane	NA	NA	Eating	Indifferent	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-15	Gray	Gray	NA	Ground Plane	NA	NA	Chasing	Indifferent	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-16	Gray	Gray	NA	Ground Plane	NA	NA	Chasing	Indifferent	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-17	Gray	Gray	NA	Ground Plane	NA	NA	Eating	Okay with people	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-18	Gray	Gray	NA	Ground Plane	NA	NA	Running	Indifferent	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-19	Gray	Gray	NA	Above Ground, Specific Location	NA	Tree	Running	Indifferent	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-20	Gray	Gray	NA	Ground Plane	NA	NA	Running	Indifferent	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-21	Gray	Gray	NA	Ground Plane	NA	at tree	NA	Indifferent	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-22	Gray	Gray	NA	Ground Plane	NA	NA	Chasing	NA	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-23	Gray	Gray	NA	Ground Plane	NA	NA	Chasing	NA	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-24	Gray	Gray	NA	NA	NA	NA	Sitting at attention	NA	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-25	Gray	Gray	NA	Ground Plane	NA	NA	Eating	Indifferent	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-26	Gray	Gray	NA	Ground Plane	NA	NA	Eating	Indifferent	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-27	Gray	Gray	NA	Ground Plane	NA	NA	Foraging	Indifferent	NA	NA	NA
UPPER MANHATTAN	A	Riverside Park (Section Near Grant Memorial)	5	A-05-28	Gray	Gray	NA	Ground Plane	NA	NA	Foraging	Indifferent	NA	NA	NA
UPPER MANHATTAN	A	St. Nicholas Park	4	A-04-01	Gray	White	NA	Above Ground	NA	NA	Climbing	Indifferent	Jumping between	40.817593	-73.948855
UPPER MANHATTAN	A	St. Nicholas Park	4	A-04-02	Black	Black	NA	Ground Plane	NA	NA	Foraging	Indifferent	Chasing #3	40.817719	-73.948855
UPPER MANHATTAN	A	St. Nicholas Park	4	A-04-03	Gray	White	NA	Ground Plane	NA	NA	Eating	Indifferent	Being chased by #2	40.817719	-73.948914
UPPER MANHATTAN	A	St. Nicholas Park	4	A-04-04	Gray	White	NA	Ground Plane	NA	NA	Foraging	Indifferent	NA	40.817711	-73.949118
UPPER MANHATTAN	A	St. Nicholas Park	4	A-04-05	Gray	White	NA	Ground Plane	NA	NA	Climbing, Eating	Indifferent	NA	40.817569	-73.948931
UPPER MANHATTAN	A	St. Nicholas Park	4	A-04-06	Gray	Gray	NA	Above Ground	NA	NA	Chasing, Climbing	Indifferent	NA	40.817544	-73.949016
UPPER MANHATTAN	A	St. Nicholas Park	4	A-04-07	Gray	Gray	NA	Above Ground	NA	NA	Chasing, Climbing	Indifferent	NA	40.817544	-73.949016
UPPER MANHATTAN	A	St. Nicholas Park	4	A-04-08	Gray	White	NA	Ground Plane	NA	NA	Running	Runs From	NA	40.817479	-73.949006
UPPER MANHATTAN	A	St. Nicholas Park	4	A-04-09	Gray	White	NA	Ground Plane	NA	NA	Foraging	Indifferent	Wooded area	40.816685	-73.949689
UPPER MANHATTAN	A	St. Nicholas Park	4	A-04-10	Gray	Gray	NA	Ground Plane	NA	NA	Foraging	Indifferent	Wooded area	40.816677	-73.949549
UPPER MANHATTAN	A	St. Nicholas Park	4	A-04-11	Black	Black	NA	Ground Plane	NA	NA	Foraging	Indifferent	Wooded area	40.816555	-73.949609
UPPER MANHATTAN	A	St. Nicholas Park	4	A-04-12	Gray	White	NA	Ground Plane	NA	NA	Foraging	Indifferent	Wooded area - would look but not fully approach	40.816506	-73.949587
UPPER MANHATTAN	A	St. Nicholas Park	4	A-04-13	Gray	White	NA	Ground Plane	NA	NA	Running	Indifferent	NA	40.816425	-73.949474
UPPER MANHATTAN	A	St. Nicholas Park	4	A-04-14	Gray	Gray	NA	Ground Plane	NA	NA	Foraging	Indifferent	NA	40.818308	-73.948952
UPPER MANHATTAN	A	St. Nicholas Park	4	A-04-15	Gray	Black	NA	Ground Plane	NA	NA	Foraging	Indifferent	NA	40.818263	-73.948909
